ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,Distance,DistanceUnit,Addr_ContactTelephone1,Addr_ContactTelephone2,Addr_ContactEmail,Addr_AccessComments,Addr_GeneralComments,Addr_RelatedURL,ConnectionType,ChargerType,UsageType,NumberOfPoints,GeneralComments,DateLastConfirmed,StatusType,DateLastStatusUpdate,DateCreated
132379,B18FE267-60E1-41B1-8DA8-582D2EFA09E1,Fastned Sandelingen-Oost,Sandelingen-Oost A16,,Hendrik-Ido-Ambacht,,3342 LE,Netherlands,51.83475015088521,4.620992950949812,,0,,,,24/7,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 10:04:00 AM,9/28/2019 10:04:00 AM
132378,17F2627F-A569-48F5-9B67-76C4551AD55A,Fastned Vrijenban,Vrijenban A13,,Delft,,2629 HA,Netherlands,51.983412,4.392855,,0,,,,24/7,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 10:01:00 AM,9/28/2019 10:01:00 AM
132377,ED17BB4D-E425-4128-A678-9E11C0BCB7ED,Fastned Hazeldonk-Oost,Hazeldonk-Oost A16,,Breda,,4836 LB,Netherlands,51.497864494311045,4.743250363658831,,0,,,,,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 9:59:00 AM,9/28/2019 9:59:00 AM
132376,C38D5B07-F843-47D7-9011-F3F424684BC0,Fastned Hazeldonk-West,Hazeldonk-West A16,,Breda,,4836 LZ,Netherlands,51.50006170367081,4.7410144819448305,,0,,,,,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 9:58:00 AM,9/28/2019 9:58:00 AM
132375,A04E5611-3DA7-4E7B-938D-1D31B791964E,Fastned Molenkamp,Molenkamp A15,,Gellicum,,4156 JJ,Netherlands,51.847476442050805,5.190784931576445,,0,,,,,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 9:56:00 AM,9/28/2019 9:56:00 AM
132374,F65BBFA7-52B8-4204-B932-F563F3CBC27D,Fastned Eigenblok,Eigenblok A15,,Gellicum,,4156 JZ,Netherlands,51.849068597836464,5.191414900292784,,0,,,,24/7,,http://fastned.nl/,CCS (Type 2); CCS (Type 2); CHAdeMO; Type 2 (Tethered Connector) ;,,Public,4,,,Operational,9/28/2019 9:54:00 AM,9/28/2019 9:54:00 AM
132373,AD36581B-1FD9-40D6-A1EC-224DBA75FF2C,Fastned Overbroek,Overbroek A15,,Opheusden,,4051CZ,Netherlands,51.92159655110726,5.603319459536806,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 9:36:00 AM,9/28/2019 9:36:00 AM
132372,945D0439-190B-47E8-B7F2-FA62F1F98303,Fastned Streepland,Streepland A16,,Zevenbergschen Hoek,,4765TK,Netherlands,51.69068858287895,4.657570000495866,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 9:34:00 AM,9/28/2019 9:34:00 AM
132371,B731E4D8-3F94-403A-A107-02C65A5222A0,Fastned Tussenhoek,Tussenhoek N57,,Vierpolders,,3237 LS,Netherlands,51.870171183539355,4.182257291199221,,0,,,,,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,12/8/2019 4:58:00 PM,9/28/2019 9:32:00 AM
132370,66375120-862A-46A1-BA36-B2BD8C024A77,Fastned Coosenhoek,Coosenhoek N57,,Vierpolders,,3237 NA,Netherlands,51.870605301019566,4.180432122666616,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 9:31:00 AM,9/28/2019 9:31:00 AM
132369,3D92C80C-84EC-469C-8087-DF3318109845,Fastned Meedenertol,Meedenertol A7,,Scheemda,,9679TN,Netherlands,53.18090611485101,6.933631737604628,,0,,,,,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 8:44:00 AM,9/28/2019 8:44:00 AM
132368,D28694F8-036B-428F-880E-1F3D16A589BF,Fastned Roode Til,Roode Til A7,,Scheemda,,9679TN,Netherlands,53.182019030339205,6.931017642004235,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 8:42:00 AM,9/28/2019 8:42:00 AM
132367,66B13037-3402-4BEF-9E6A-090612E05944,Fastned De Walden,De Walden A7,,Terwispel,,8407EB,Netherlands,53.02930206042643,6.020059502517029,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 8:41:00 AM,9/28/2019 8:41:00 AM
132366,294F6291-9330-44F7-9262-09FA165682D8,Fastned Beatrixkwartier,J.P. Coenstraat 2,,Den Haag,,2595WP,Netherlands,52.07904494794499,4.333990347882718,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 8:39:00 AM,9/28/2019 8:39:00 AM
132365,EB707FF0-E426-4323-80C9-EF599AF3B36C,Fastned Middelsloot,Middelsloot A7,,Middenbeemster,,1461MZ,Netherlands,52.545986435998685,4.957308495860389,,0,,,,24/7,,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only);,,Public - Pay At Location,4,,,Operational,9/28/2019 8:28:00 AM,9/28/2019 8:28:00 AM
131963,7993AA04-5AA5-4EBE-B807-6F27D5A659B6,Hotel Old Dutch Bergen Op Zoom,Stationsstraat 31,,Bergen op Zoom,,4611CB,Netherlands,51.4950874,4.2952009,,0,+31 164 271888,,,,,,Tesla (Model S/X);,,Public - Membership Required,1,1 Tesla Connector, up to 11kW.Available for customers. Please see front desk.,,Operational,9/16/2019 5:35:00 AM,9/16/2019 5:35:00 AM
131289,AB0FA537-90DF-4F2F-A26C-4349735EB5C5,Herberg de Klomp,Vilsterseweg 10,,Vilsteren,,7734PD,Netherlands,52.5110807,6.3540541,,0,+31 52 94 59 000,,,,,,Tesla (Model S/X);,,Public - Membership Required,1,1 Tesla Connector, up to 22kW.Available for customers. Please see front desk.,,Operational,9/2/2019 5:32:00 AM,9/2/2019 5:32:00 AM
